scenario_id,incident_id,disaster_type,severity,people_affected,resource_id,resource_type,distance_km,resource_capacity,current_workload,future_demand,capability_score,allocation_cost
3,I3_3,Urban Fire,94,220,R3_4,Fire Unit,11.21,26,3,76,1.0,190.65
3,I3_3,Urban Fire,94,220,R3_5,Multi-Purpose Emergency Unit,29.57,35,2,70,0.7,286.95
3,I3_3,Urban Fire,94,220,R3_6,Ambulance,24.3,45,5,14,0.0,100000
3,I3_3,Urban Fire,94,220,R3_7,Medical Response Team,7.56,43,2,14,0.0,100000
3,I3_3,Urban Fire,94,220,R3_8,Medical Response Team,7.61,29,1,58,0.0,100000
3,I3_4,Earthquake,94,205,R3_1,Flood Rescue Team,17.24,34,3,11,0.4,228.55
3,I3_4,Earthquake,94,205,R3_2,Ambulance,2.82,9,1,80,0.4,161.7
3,I3_4,Earthquake,94,205,R3_3,Flood Rescue Team,22.09,45,3,76,0.4,269.05
3,I3_4,Earthquake,94,205,R3_4,Fire Unit,24.57,26,3,76,0.5,277.45
3,I3_4,Earthquake,94,205,R3_5,Multi-Purpose Emergency Unit,29.35,35,2,70,0.8,281.85
3,I3_4,Earthquake,94,205,R3_6,Ambulance,16.21,45,5,14,0.4,236.15
3,I3_4,Earthquake,94,205,R3_7,Medical Response Team,4.21,43,2,14,0.6,150.15
3,I3_4,Earthquake,94,205,R3_8,Medical Response Team,19.96,29,1,58,0.6,233.9
3,I3_5,Landslide,66,113,R3_1,Flood Rescue Team,28.43,34,3,11,0.7,261.3
3,I3_5,Landslide,66,113,R3_2,Ambulance,5.37,9,1,80,0.0,100000
3,I3_5,Landslide,66,113,R3_3,Flood Rescue Team,16.07,45,3,76,0.7,215.75
3,I3_5,Landslide,66,113,R3_4,Fire Unit,18.39,26,3,76,0.0,100000
3,I3_5,Landslide,66,113,R3_5,Multi-Purpose Emergency Unit,28.95,35,2,70,0.8,268.65
3,I3_5,Landslide,66,113,R3_6,Ambulance,27.9,45,5,14,0.0,100000
3,I3_5,Landslide,66,113,R3_7,Medical Response Team,22.78,43,2,14,0.0,100000
3,I3_5,Landslide,66,113,R3_8,Medical Response Team,20.85,29,1,58,0.0,100000
4,I4_1,Landslide,35,127,R4_1,Disaster Response Team,6.12,39,1,0,0.9,114.6
4,I4_1,Landslide,35,127,R4_2,Fire Unit,3.36,47,5,7,0.0,100000
4,I4_1,Landslide,35,127,R4_3,Disaster Response Team,13.22,6,0,42,0.9,154.6
4,I4_1,Landslide,35,127,R4_4,Fire Unit,13.0,34,1,35,0.0,100000
4,I4_1,Landslide,35,127,R4_5,Multi-Purpose Emergency Unit,14.28,15,4,16,0.8,181.4
4,I4_1,Landslide,35,127,R4_6,Multi-Purpose Emergency Unit,22.01,17,3,52,0.8,223.05
4,I4_2,Medical Emergency,48,33,R4_1,Disaster Response Team,20.36,39,1,0,0.0,100000
4,I4_2,Medical Emergency,48,33,R4_2,Fire Unit,29.53,47,5,7,0.0,100000
4,I4_2,Medical Emergency,48,33,R4_3,Disaster Response Team,3.4,6,0,42,0.0,100000
4,I4_2,Medical Emergency,48,33,R4_4,Fire Unit,12.38,34,1,35,0.0,100000
4,I4_2,Medical Emergency,48,33,R4_5,Multi-Purpose Emergency Unit,10.51,15,4,16,0.7,171.75
4,I4_2,Medical Emergency,48,33,R4_6,Multi-Purpose Emergency Unit,25.92,17,3,52,0.7,251.8
4,I4_3,Heatwave,63,11,R4_1,Disaster Response Team,7.84,39,1,0,0.0,100000
4,I4_3,Heatwave,63,11,R4_2,Fire Unit,6.11,47,5,7,0.0,100000
4,I4_3,Heatwave,63,11,R4_3,Disaster Response Team,13.73,6,0,42,0.0,100000
4,I4_3,Heatwave,63,11,R4_4,Fire Unit,12.95,34,1,35,0.0,100000
4,I4_3,Heatwave,63,11,R4_5,Multi-Purpose Emergency Unit,8.72,15,4,16,0.6,112.8
4,I4_3,Heatwave,63,11,R4_6,Multi-Purpose Emergency Unit,7.87,17,3,52,0.6,111.55
4,I4_4,Forest Fire,95,284,R4_1,Disaster Response Team,27.74,39,1,0,0.0,100000
4,I4_4,Forest Fire,95,284,R4_2,Fire Unit,13.57,47,5,7,1.0,197.6
4,I4_4,Forest Fire,95,284,R4_3,Disaster Response Team,25.91,6,0,42,0.0,100000
4,I4_4,Forest Fire,95,284,R4_4,Fire Unit,16.73,34,1,35,1.0,196.4
4,I4_4,Forest Fire,95,284,R4_5,Multi-Purpose Emergency Unit,1.99,15,4,16,0.7,147.95
4,I4_4,Forest Fire,95,284,R4_6,Multi-Purpose Emergency Unit,29.98,17,3,52,0.7,290.9
5,I5_1,Forest Fire,72,249,R5_1,Fire and Rescue Unit,28.74,5,1,48,1.0,250.5
5,I5_1,Forest Fire,72,249,R5_2,Ambulance,29.86,26,2,100,0.0,100000
5,I5_1,Forest Fire,72,249,R5_3,Multi-Purpose Emergency Unit,16.9,20,3,89,0.7,225.55
5,I5_2,Flood,81,110,R5_1,Fire and Rescue Unit,21.69,5,1,48,0.0,100000
5,I5_2,Flood,81,110,R5_2,Ambulance,5.07,26,2,100,0.0,100000
5,I5_2,Flood,81,110,R5_3,Multi-Purpose Emergency Unit,9.25,20,3,89,0.8,186.9
6,I6_1,Urban Fire,60,30,R6_1,Multi-Purpose Emergency Unit,21.63,34,4,20,0.7,173.15
6,I6_1,Urban Fire,60,30,R6_2,Ambulance,7.54,34,0,23,0.0,100000
6,I6_1,Urban Fire,60,30,R6_3,Fire Unit,12.18,40,0,86,1.0,106.4
6,I6_1,Urban Fire,60,30,R6_4,Disaster Response Team,20.31,27,0,72,0.6,219.55
6,I6_1,Urban Fire,60,30,R6_5,Disaster Response Team,9.35,39,4,5,0.6,112.0
6,I6_1,Urban Fire,60,30,R6_6,Fire Unit,9.83,28,5,74,1.0,181.65
6,I6_1,Urban Fire,60,30,R6_7,Search and Rescue Unit,22.68,18,1,85,0.5,244.65
6,I6_2,Cyclone,26,300,R6_1,Multi-Purpose Emergency Unit,2.64,34,4,20,0.8,120.6
6,I6_2,Cyclone,26,300,R6_2,Ambulance,14.02,34,0,23,0.0,100000
6,I6_2,Cyclone,26,300,R6_3,Fire Unit,29.95,40,0,86,0.4,265.65
6,I6_2,Cyclone,26,300,R6_4,Disaster Response Team,29.88,27,0,72,0.9,241.8
6,I6_2,Cyclone,26,300,R6_5,Disaster Response Team,2.66,39,4,5,0.9,112.95
6,I6_2,Cyclone,26,300,R6_6,Fire Unit,6.79,28,5,74,0.4,176.85
6,I6_2,Cyclone,26,300,R6_7,Search and Rescue Unit,8.32,18,1,85,0.8,147.25
7,I7_1,Forest Fire,76,427,R7_1,Medical Response Team,6.71,44,0,17,0.0,100000
7,I7_1,Forest Fire,76,427,R7_2,Medical Response Team,10.61,9,0,95,0.0,100000
7,I7_1,Forest Fire,76,427,R7_3,Flood Rescue Team,20.78,19,2,77,0.0,100000
7,I7_2,Landslide,89,361,R7_1,Medical Response Team,25.66,44,0,17,0.0,100000
7,I7_2,Landslide,89,361,R7_2,Medical Response Team,15.41,9,0,95,0.0,100000
7,I7_2,Landslide,89,361,R7_3,Flood Rescue Team,7.91,19,2,77,0.7,178.4
7,I7_3,Flood,58,314,R7_1,Medical Response Team,27.29,44,0,17,0.0,100000
7,I7_3,Flood,58,314,R7_2,Medical Response Team,2.0,9,0,95,0.0,100000
7,I7_3,Flood,58,314,R7_3,Flood Rescue Team,19.21,19,2,77,1.0,210.5
7,I7_4,Earthquake,87,5,R7_1,Medical Response Team,24.97,44,0,17,0.6,179.9
7,I7_4,Earthquake,87,5,R7_2,Medical Response Team,1.8,9,0,95,0.6,83.55
7,I7_4,Earthquake,87,5,R7_3,Flood Rescue Team,10.34,19,2,77,0.4,141.75
8,I8_1,Heatwave,76,283,R8_1,Fire Unit,27.77,46,1,69,0.0,100000
8,I8_1,Heatwave,76,283,R8_2,Ambulance,23.58,25,4,70,0.7,261.8
8,I8_1,Heatwave,76,283,R8_3,Flood Rescue Team,12.65,29,1,5,0.0,100000
8,I8_1,Heatwave,76,283,R8_4,Medical Response Team,20.26,25,0,45,0.9,206.95
8,I8_1,Heatwave,76,283,R8_5,Disaster Response Team,22.18,45,1,85,0.0,100000
8,I8_1,Heatwave,76,283,R8_6,Fire Unit,7.82,24,4,52,0.0,100000
8,I8_1,Heatwave,76,283,R8_7,Flood Rescue Team,5.2,17,1,22,0.0,100000
8,I8_1,Heatwave,76,283,R8_8,Fire and Rescue Unit,21.19,3,1,94,0.0,100000
8,I8_2,Flood,74,288,R8_1,Fire Unit,11.78,46,1,69,0.0,100000
8,I8_2,Flood,74,288,R8_2,Ambulance,1.64,25,4,70,0.0,100000
8,I8_2,Flood,74,288,R8_3,Flood Rescue Team,14.39,29,1,5,1.0,168.8
8,I8_2,Flood,74,288,R8_4,Medical Response Team,6.39,25,0,45,0.0,100000
8,I8_2,Flood,74,288,R8_5,Disaster Response Team,27.59,45,1,85,0.8,262.8
8,I8_2,Flood,74,288,R8_6,Fire Unit,10.81,24,4,52,0.0,100000
8,I8_2,Flood,74,288,R8_7,Flood Rescue Team,24.71,17,1,22,1.0,224.65
8,I8_2,Flood,74,288,R8_8,Fire and Rescue Unit,26.2,3,1,94,0.0,100000
8,I8_3,Landslide,21,58,R8_1,Fire Unit,7.08,46,1,69,0.0,100000
8,I8_3,Landslide,21,58,R8_2,Ambulance,19.97,25,4,70,0.0,100000
8,I8_3,Landslide,21,58,R8_3,Flood Rescue Team,12.25,29,1,5,0.7,148.9
8,I8_3,Landslide,21,58,R8_4,Medical Response Team,8.72,25,0,45,0.0,100000
8,I8_3,Landslide,21,58,R8_5,Disaster Response Team,2.55,45,1,85,0.9,112.4
8,I8_3,Landslide,21,58,R8_6,Fire Unit,23.31,24,4,52,0.0,100000
8,I8_3,Landslide,21,58,R8_7,Flood Rescue Team,10.86,17,1,22,0.7,146.2
8,I8_3,Landslide,21,58,R8_8,Fire and Rescue Unit,15.53,3,1,94,0.4,199.55
9,I9_1,Earthquake,53,20,R9_1,Fire Unit,21.72,26,4,24,0.5,179.8
9,I9_1,Earthquake,53,20,R9_2,Medical Response Team,22.39,4,5,55,0.6,252.9
9,I9_1,Earthquake,53,20,R9_3,Ambulance,20.28,35,4,87,0.4,192.35
9,I9_2,Heatwave,33,306,R9_1,Fire Unit,11.24,26,4,24,0.0,100000
9,I9_2,Heatwave,33,306,R9_2,Medical Response Team,2.56,4,5,55,0.9,133.75
9,I9_2,Heatwave,33,306,R9_3,Ambulance,20.1,35,4,87,0.7,231.45
9,I9_3,Urban Fire,75,177,R9_1,Fire Unit,10.24,26,4,24,1.0,171.2
9,I9_3,Urban Fire,75,177,R9_2,Medical Response Team,9.76,4,5,55,0.0,100000
9,I9_3,Urban Fire,75,177,R9_3,Ambulance,25.52,35,4,87,0.0,100000
9,I9_4,Medical Emergency,60,224,R9_1,Fire Unit,21.73,26,4,24,0.0,100000
9,I9_4,Medical Emergency,60,224,R9_2,Medical Response Team,9.36,4,5,55,1.0,174.55
9,I9_4,Medical Emergency,60,224,R9_3,Ambulance,9.62,35,4,87,1.0,177.85
10,I10_1,Lightning,73,341,R10_1,Ambulance,15.71,21,2,26,0.8,194.25
10,I10_1,Lightning,73,341,R10_2,Fire and Rescue Unit,19.17,39,4,83,0.0,100000
10,I10_1,Lightning,73,341,R10_3,Search and Rescue Unit,10.39,31,3,56,0.0,100000
10,I10_1,Lightning,73,341,R10_4,Disaster Response Team,24.64,34,3,94,0.0,100000
10,I10_1,Lightning,73,341,R10_5,Flood Rescue Team,22.66,44,0,36,0.0,100000
10,I10_2,Heatwave,68,347,R10_1,Ambulance,20.35,21,2,26,0.7,219.45
10,I10_2,Heatwave,68,347,R10_2,Fire and Rescue Unit,7.13,39,4,83,0.0,100000
10,I10_2,Heatwave,68,347,R10_3,Search and Rescue Unit,6.37,31,3,56,0.0,100000
10,I10_2,Heatwave,68,347,R10_4,Disaster Response Team,1.22,34,3,94,0.0,100000
10,I10_2,Heatwave,68,347,R10_5,Flood Rescue Team,7.72,44,0,36,0.0,100000
10,I10_3,Medical Emergency,42,316,R10_1,Ambulance,14.52,21,2,26,1.0,167.9
10,I10_3,Medical Emergency,42,316,R10_2,Fire and Rescue Unit,25.57,39,4,83,0.0,100000
10,I10_3,Medical Emergency,42,316,R10_3,Search and Rescue Unit,2.65,31,3,56,0.0,100000
10,I10_3,Medical Emergency,42,316,R10_4,Disaster Response Team,12.73,34,3,94,0.0,100000
10,I10_3,Medical Emergency,42,316,R10_5,Flood Rescue Team,19.08,44,0,36,0.0,100000
10,I10_4,Earthquake,92,155,R10_1,Ambulance,6.24,21,2,26,0.4,170.5
10,I10_4,Earthquake,92,155,R10_2,Fire and Rescue Unit,21.04,39,4,83,0.7,258.75
10,I10_4,Earthquake,92,155,R10_3,Search and Rescue Unit,15.08,31,3,56,1.0,204.2
10,I10_4,Earthquake,92,155,R10_4,Disaster Response Team,7.7,34,3,94,1.0,176.8
10,I10_4,Earthquake,92,155,R10_5,Flood Rescue Team,19.85,44,0,36,0.4,229.05
10,I10_5,Landslide,71,281,R10_1,Ambulance,0.66,21,2,26,0.0,100000
10,I10_5,Landslide,71,281,R10_2,Fire and Rescue Unit,22.65,39,4,83,0.4,270.4
10,I10_5,Landslide,71,281,R10_3,Search and Rescue Unit,23.22,31,3,56,1.0,236.5
10,I10_5,Landslide,71,281,R10_4,Disaster Response Team,3.64,34,3,94,0.9,152.1
10,I10_5,Landslide,71,281,R10_5,Flood Rescue Team,13.04,44,0,36,0.7,174.6
11,I11_1,Urban Fire,91,128,R11_1,Multi-Purpose Emergency Unit,26.84,44,4,71,0.7,284.35
11,I11_1,Urban Fire,91,128,R11_2,Search and Rescue Unit,2.88,50,3,78,0.5,168.3
11,I11_1,Urban Fire,91,128,R11_3,Fire and Rescue Unit,4.95,37,3,20,1.0,144.15
11,I11_1,Urban Fire,91,128,R11_4,Multi-Purpose Emergency Unit,11.8,30,2,96,0.7,203.4
11,I11_1,Urban Fire,91,128,R11_5,Disaster Response Team,5.01,42,2,98,0.6,173.95
11,I11_1,Urban Fire,91,128,R11_6,Multi-Purpose Emergency Unit,6.81,42,1,35,0.7,157.2
11,I11_1,Urban Fire,91,128,R11_7,Multi-Purpose Emergency Unit,12.74,6,5,36,0.7,211.1
11,I11_1,Urban Fire,91,128,R11_8,Disaster Response Team,10.26,19,2,40,0.6,185.7
11,I11_2,Medical Emergency,35,234,R11_1,Multi-Purpose Emergency Unit,14.24,44,4,71,0.7,198.95
11,I11_2,Medical Emergency,35,234,R11_2,Search and Rescue Unit,2.34,50,3,78,0.0,100000
11,I11_2,Medical Emergency,35,234,R11_3,Fire and Rescue Unit,25.07,37,3,20,0.0,100000
11,I11_2,Medical Emergency,35,234,R11_4,Multi-Purpose Emergency Unit,11.99,30,2,96,0.7,181.95
11,I11_2,Medical Emergency,35,234,R11_5,Disaster Response Team,23.21,42,2,98,0.0,100000
11,I11_2,Medical Emergency,35,234,R11_6,Multi-Purpose Emergency Unit,28.41,42,1,35,0.7,242.8
11,I11_2,Medical Emergency,35,234,R11_7,Multi-Purpose Emergency Unit,1.08,6,5,36,0.7,130.4
11,I11_2,Medical Emergency,35,234,R11_8,Disaster Response Team,26.48,19,2,40,0.0,100000
11,I11_3,Cyclone,37,411,R11_1,Multi-Purpose Emergency Unit,17.48,44,4,71,0.8,211.95
11,I11_3,Cyclone,37,411,R11_2,Search and Rescue Unit,14.57,50,3,78,0.8,193.15
11,I11_3,Cyclone,37,411,R11_3,Fire and Rescue Unit,28.31,37,3,20,0.6,255.35
11,I11_3,Cyclone,37,411,R11_4,Multi-Purpose Emergency Unit,9.31,30,2,96,0.8,165.35
11,I11_3,Cyclone,37,411,R11_5,Disaster Response Team,12.0,42,2,98,0.9,175.3
11,I11_3,Cyclone,37,411,R11_6,Multi-Purpose Emergency Unit,26.8,42,1,35,0.8,231.55
11,I11_3,Cyclone,37,411,R11_7,Multi-Purpose Emergency Unit,25.15,6,5,36,0.8,247.55
11,I11_3,Cyclone,37,411,R11_8,Disaster Response Team,16.38,19,2,40,0.9,182.7
12,I12_1,Forest Fire,82,15,R12_1,Flood Rescue Team,26.45,31,1,79,0.0,100000
12,I12_1,Forest Fire,82,15,R12_2,Ambulance,8.71,27,4,72,0.0,100000
12,I12_1,Forest Fire,82,15,R12_3,Ambulance,28.56,7,5,54,0.0,100000
12,I12_1,Forest Fire,82,15,R12_4,Flood Rescue Team,12.94,31,1,6,0.0,100000
12,I12_1,Forest Fire,82,15,R12_5,Medical Response Team,25.13,26,2,27,0.0,100000
12,I12_1,Forest Fire,82,15,R12_6,Multi-Purpose Emergency Unit,14.37,22,2,97,0.7,152.9
12,I12_2,Heatwave,69,173,R12_1,Flood Rescue Team,22.6,31,1,79,0.0,100000
12,I12_2,Heatwave,69,173,R12_2,Ambulance,2.04,27,4,72,0.7,151.8
12,I12_2,Heatwave,69,173,R12_3,Ambulance,28.58,7,5,54,0.7,286.0
12,I12_2,Heatwave,69,173,R12_4,Flood Rescue Team,7.11,31,1,6,0.0,100000
12,I12_2,Heatwave,69,173,R12_5,Medical Response Team,2.52,26,2,27,0.9,122.95
12,I12_2,Heatwave,69,173,R12_6,Multi-Purpose Emergency Unit,28.74,22,2,97,0.6,283.55
12,I12_3,Urban Fire,71,371,R12_1,Flood Rescue Team,1.69,31,1,79,0.0,100000
12,I12_3,Urban Fire,71,371,R12_2,Ambulance,1.42,27,4,72,0.0,100000
12,I12_3,Urban Fire,71,371,R12_3,Ambulance,7.79,7,5,54,0.0,100000
12,I12_3,Urban Fire,71,371,R12_4,Flood Rescue Team,25.26,31,1,6,0.0,100000
12,I12_3,Urban Fire,71,371,R12_5,Medical Response Team,18.83,26,2,27,0.0,100000
12,I12_3,Urban Fire,71,371,R12_6,Multi-Purpose Emergency Unit,7.54,22,2,97,0.7,174.35
13,I13_1,Earthquake,67,86,R13_1,Ambulance,3.61,21,4,86,0.4,174.35
13,I13_1,Earthquake,67,86,R13_2,Fire and Rescue Unit,28.84,27,5,25,0.7,279.25
13,I13_1,Earthquake,67,86,R13_3,Fire Unit,19.25,39,5,80,0.5,253.05
13,I13_1,Earthquake,67,86,R13_4,Disaster Response Team,24.95,8,5,98,1.0,266.05
13,I13_1,Earthquake,67,86,R13_5,Medical Response Team,21.37,45,4,15,0.6,237.4
13,I13_1,Earthquake,67,86,R13_6,Ambulance,13.35,24,4,54,0.4,215.05
13,I13_1,Earthquake,67,86,R13_7,Search and Rescue Unit,22.15,6,4,82,1.0,242.05
13,I13_1,Earthquake,67,86,R13_8,Search and Rescue Unit,28.98,2,3,62,1.0,265.2
13,I13_2,Forest Fire,97,311,R13_1,Ambulance,8.47,21,4,86,0.0,100000
13,I13_2,Forest Fire,97,311,R13_2,Fire and Rescue Unit,24.34,27,5,25,1.0,256.75
13,I13_2,Forest Fire,97,311,R13_3,Fire Unit,16.38,39,5,80,1.0,230.7
13,I13_2,Forest Fire,97,311,R13_4,Disaster Response Team,14.76,8,5,98,0.0,100000
13,I13_2,Forest Fire,97,311,R13_5,Medical Response Team,13.35,45,4,15,0.0,100000
13,I13_2,Forest Fire,97,311,R13_6,Ambulance,22.07,24,4,54,0.0,100000
13,I13_2,Forest Fire,97,311,R13_7,Search and Rescue Unit,8.42,6,4,82,0.0,100000
13,I13_2,Forest Fire,97,311,R13_8,Search and Rescue Unit,25.63,2,3,62,0.0,100000
13,I13_3,Medical Emergency,34,399,R13_1,Ambulance,25.01,21,4,86,1.0,244.15
13,I13_3,Medical Emergency,34,399,R13_2,Fire and Rescue Unit,3.06,27,5,25,0.0,100000
13,I13_3,Medical Emergency,34,399,R13_3,Fire Unit,26.51,39,5,80,0.0,100000
13,I13_3,Medical Emergency,34,399,R13_4,Disaster Response Team,7.69,8,5,98,0.0,100000
13,I13_3,Medical Emergency,34,399,R13_5,Medical Response Team,14.21,45,4,15,1.0,172.4
13,I13_3,Medical Emergency,34,399,R13_6,Ambulance,18.5,24,4,54,1.0,203.6
13,I13_3,Medical Emergency,34,399,R13_7,Search and Rescue Unit,11.68,6,4,82,0.0,100000
13,I13_3,Medical Emergency,34,399,R13_8,Search and Rescue Unit,1.35,2,3,62,0.0,100000
13,I13_4,Landslide,40,494,R13_1,Ambulance,25.6,21,4,86,0.0,100000
13,I13_4,Landslide,40,494,R13_2,Fire and Rescue Unit,5.86,27,5,25,0.4,165.55
13,I13_4,Landslide,40,494,R13_3,Fire Unit,6.76,39,5,80,0.0,100000
13,I13_4,Landslide,40,494,R13_4,Disaster Response Team,24.04,8,5,98,0.9,254.7
13,I13_4,Landslide,40,494,R13_5,Medical Response Team,10.54,45,4,15,0.0,100000
13,I13_4,Landslide,40,494,R13_6,Ambulance,26.47,24,4,54,0.0,100000
13,I13_4,Landslide,40,494,R13_7,Search and Rescue Unit,21.18,6,4,82,1.0,226.4
13,I13_4,Landslide,40,494,R13_8,Search and Rescue Unit,8.65,2,3,62,1.0,152.75
13,I13_5,Flood,59,56,R13_1,Ambulance,0.8,21,4,86,0.0,100000
13,I13_5,Flood,59,56,R13_2,Fire and Rescue Unit,28.47,27,5,25,0.0,100000
13,I13_5,Flood,59,56,R13_3,Fire Unit,3.03,39,5,80,0.0,100000
13,I13_5,Flood,59,56,R13_4,Disaster Response Team,21.74,8,5,98,0.8,254.8
13,I13_5,Flood,59,56,R13_5,Medical Response Team,14.91,45,4,15,0.0,100000
13,I13_5,Flood,59,56,R13_6,Ambulance,22.87,24,4,54,0.0,100000
13,I13_5,Flood,59,56,R13_7,Search and Rescue Unit,20.87,6,4,82,0.7,244.45
13,I13_5,Flood,59,56,R13_8,Search and Rescue Unit,19.55,2,3,62,0.7,226.85
14,I14_1,Cyclone,51,157,R14_1,Search and Rescue Unit,29.31,24,5,58,0.8,279.45
14,I14_1,Cyclone,51,157,R14_2,Medical Response Team,15.98,21,2,29,0.4,203.55
14,I14_1,Cyclone,51,157,R14_3,Fire Unit,8.85,48,1,40,0.4,164.65
14,I14_1,Cyclone,51,157,R14_4,Fire Unit,3.47,49,4,97,0.4,170.0
14,I14_1,Cyclone,51,157,R14_5,Flood Rescue Team,6.23,14,1,94,0.8,149.05
14,I14_1,Cyclone,51,157,R14_6,Multi-Purpose Emergency Unit,7.21,19,5,75,0.8,173.2
14,I14_2,Earthquake,94,189,R14_1,Search and Rescue Unit,5.79,24,5,58,1.0,171.05
14,I14_2,Earthquake,94,189,R14_2,Medical Response Team,0.92,21,2,29,0.6,137.45
14,I14_2,Earthquake,94,189,R14_3,Fire Unit,16.26,48,1,40,0.5,214.9
14,I14_2,Earthquake,94,189,R14_4,Fire Unit,8.59,49,4,97,0.5,208.8
14,I14_2,Earthquake,94,189,R14_5,Flood Rescue Team,29.24,14,1,94,0.4,297.3
14,I14_2,Earthquake,94,189,R14_6,Multi-Purpose Emergency Unit,16.82,19,5,75,0.8,238.45
14,I14_3,Flood,80,284,R14_1,Search and Rescue Unit,21.07,24,5,58,0.7,253.85
14,I14_3,Flood,80,284,R14_2,Medical Response Team,4.23,21,2,29,0.0,100000
